M49_Code,ISO_Code,Country,region_m49,Region_Name,Grouping,include
850,VIR,United States Virgin Islands,1,World,1.0-Global,0
850,VIR,United States Virgin Islands,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),0
850,VIR,United States Virgin Islands,29,Caribbean (M49),2.4-Regional (M49),0
850,VIR,United States Virgin Islands,515,Developing regions (MDG),2.5-Regional (MDG),0
850,VIR,United States Virgin Islands,19,Americas (m49),2.4-Regional (M49),0
850,VIR,United States Virgin Islands,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),0
850,VIR,United States Virgin Islands,722,Small island developing States (SIDS),2.3-Other groupings,0
581,UMI,United States minor outlying islands,9,Oceania (M49),2.1-Regional (SDG),0
581,UMI,United States minor outlying islands,543,Oceania (MDG),2.5-Regional (MDG),0
581,UMI,United States minor outlying islands,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),0
581,UMI,United States minor outlying islands,57,Micronesia (M49),2.4-Regional (M49),0
581,UMI,United States minor outlying islands,515,Developing regions (MDG),2.5-Regional (MDG),0
581,UMI,United States minor outlying islands,1,World,1.0-Global,0
840,USA,United States of America,21,Northern America (M49),2.1-Regional (SDG),1
840,USA,United States of America,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),1
840,USA,United States of America,1,World,1.0-Global,1
840,USA,United States of America,514,Developed regions (MDG),2.5-Regional (MDG),1
840,USA,United States of America,19,Americas (m49),2.4-Regional (M49),1
858,URY,Uruguay,419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
858,URY,Uruguay,19,Americas (m49),2.4-Regional (M49),1
858,URY,Uruguay,5,South America (M49),2.4-Regional (M49),1
858,URY,Uruguay,515,Developing regions (MDG),2.5-Regional (MDG),1
858,URY,Uruguay,1,World,1.0-Global,1
858,URY,Uruguay,419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
860,UZB,Uzbekistan,515,Developing regions (MDG),2.5-Regional (MDG),1
860,UZB,Uzbekistan,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
860,UZB,Uzbekistan,1,World,1.0-Global,1
860,UZB,Uzbekistan,142,Asia (M49),2.4-Regional (M49),1
860,UZB,Uzbekistan,143,Central Asia (M49),2.1-Regional (SDG),1
860,UZB,Uzbekistan,135,Caucasus and Central Asia (MDG),2.5-Regional (MDG),1
860,UZB,Uzbekistan,62,Central Asia (M49) and Southern Asia (MDG=M49),2.1-Regional (SDG),1
548,VUT,Vanuatu,1,World,1.0-Global,1
548,VUT,Vanuatu,199,Least Developed Countries (LDCs),2.3-Other groupings,1
548,VUT,Vanuatu,9,Oceania (M49),2.1-Regional (SDG),1
548,VUT,Vanuatu,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),1
548,VUT,Vanuatu,54,Melanesia (M49),2.4-Regional (M49),1
548,VUT,Vanuatu,722,Small island developing States (SIDS),2.3-Other groupings,1
548,VUT,Vanuatu,515,Developing regions (MDG),2.5-Regional (MDG),1
548,VUT,Vanuatu,543,Oceania (MDG),2.5-Regional (MDG),1
862,VEN,Venezuela (Bolivarian Republic of),515,Developing regions (MDG),2.5-Regional (MDG),1
862,VEN,Venezuela (Bolivarian Republic of),19,Americas (m49),2.4-Regional (M49),1
862,VEN,Venezuela (Bolivarian Republic of),1,World,1.0-Global,1
862,VEN,Venezuela (Bolivarian Republic of),419,Latin America and the Caribbean (MDG=M49),2.5-Regional (MDG),1
862,VEN,Venezuela (Bolivarian Republic of),5,South America (M49),2.4-Regional (M49),1
862,VEN,Venezuela (Bolivarian Republic of),419,Latin America and the Caribbean (MDG=M49),2.1-Regional (SDG),1
704,VNM,Viet Nam,35,South-eastern Asia (MDG=M49),2.5-Regional (MDG),1
704,VNM,Viet Nam,142,Asia (M49),2.4-Regional (M49),1
704,VNM,Viet Nam,35,South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
704,VNM,Viet Nam,1,World,1.0-Global,1
704,VNM,Viet Nam,753,Eastern Asia (M49) and South-eastern Asia (MDG=M49),2.1-Regional (SDG),1
704,VNM,Viet Nam,515,Developing regions (MDG),2.5-Regional (MDG),1
876,WLF,Wallis and Futuna Islands,1,World,1.0-Global,0
876,WLF,Wallis and Futuna Islands,515,Developing regions (MDG),2.5-Regional (MDG),0
876,WLF,Wallis and Futuna Islands,543,Oceania (MDG),2.5-Regional (MDG),0
876,WLF,Wallis and Futuna Islands,543,Oceania (M49) excluding Australia and New Zealand (M49),2.1-Regional (SDG),0
876,WLF,Wallis and Futuna Islands,61,Polynesia (M49),2.4-Regional (M49),0
876,WLF,Wallis and Futuna Islands,9,Oceania (M49),2.1-Regional (SDG),0
732,ESH,Western Sahara,746,Northern Africa (MDG),2.5-Regional (MDG),0
732,ESH,Western Sahara,15,Northern Africa (M49),2.1-Regional (SDG),0
732,ESH,Western Sahara,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),0
732,ESH,Western Sahara,515,Developing regions (MDG),2.5-Regional (MDG),0
732,ESH,Western Sahara,2,Africa (M49),2.4-Regional (M49),0
732,ESH,Western Sahara,1,World,1.0-Global,0
887,YEM,Yemen,1,World,1.0-Global,1
887,YEM,Yemen,142,Asia (M49),2.4-Regional (M49),1
887,YEM,Yemen,145,Western Asia (M49),2.1-Regional (SDG),1
887,YEM,Yemen,199,Least Developed Countries (LDCs),2.3-Other groupings,1
887,YEM,Yemen,485,Western Asia (MDG),2.5-Regional (MDG),1
887,YEM,Yemen,515,Developing regions (MDG),2.5-Regional (MDG),1
887,YEM,Yemen,747,Western Asia (M49) and Northern Africa (M49),2.1-Regional (SDG),1
894,ZMB,Zambia,515,Developing regions (MDG),2.5-Regional (MDG),1
894,ZMB,Zambia,1,World,1.0-Global,1
894,ZMB,Zambia,14,Eastern Africa (M49),2.4-Regional (M49),1
894,ZMB,Zambia,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
894,ZMB,Zambia,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
894,ZMB,Zambia,199,Least Developed Countries (LDCs),2.3-Other groupings,1
894,ZMB,Zambia,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
894,ZMB,Zambia,2,Africa (M49),2.4-Regional (M49),1
716,ZWE,Zimbabwe,432,Landlocked developing countries (LLDCs),2.3-Other groupings,1
716,ZWE,Zimbabwe,14,Eastern Africa (M49),2.4-Regional (M49),1
716,ZWE,Zimbabwe,1,World,1.0-Global,1
716,ZWE,Zimbabwe,738,Sub-Saharan Africa (MDG),2.5-Regional (MDG),1
716,ZWE,Zimbabwe,515,Developing regions (MDG),2.5-Regional (MDG),1
716,ZWE,Zimbabwe,2,Africa (M49),2.4-Regional (M49),1
716,ZWE,Zimbabwe,202,Sub-Saharan Africa (M49),2.1-Regional (SDG),1
248,ALA,Åland Islands,1,World,1.0-Global,0
248,ALA,Åland Islands,154,Northern Europe (M49),2.4-Regional (M49),0
248,ALA,Åland Islands,513,Northern America (M49) and Europe (M49),2.1-Regional (SDG),0
248,ALA,Åland Islands,150,Europe (M49),2.1-Regional (SDG),0
248,ALA,Åland Islands,514,Developed regions (MDG),2.5-Regional (MDG),0
